class,tweet
1,ismashedyogurl jonathanscott ahhh stupid bitch
1,ispeakespinal i love seing new ones cause i save them and then youse them bitches lmfao
1,itsmakepeace i donno who demz iz but ima bout to get white gurll ghetto on there asses when i find out
1,iwanthisheart ok u fat precious lookin ass bitch u big fat back at the barnyard lookin ass bitch i can fix my grammar but u still fat
1,igotone awe boy you smell like monkey sex
1,igotone he had the hoes too
1,iamenidcoleslaw he must think you bump pussy i no mind ill eat your thong and make you squirt like the geyser
1,iamshady thats not even a real word must have hit a blunt and started making up shit with your nigger ass lol
1,ibepocahontas bitch we shot a music video
1,icanonlybnika them bitches be smackin
1,icyrapture more like look at all those bitches
1,idiotolympics forthemen fuck her right in the pussy
1,iemonaids drugulaa some of them bitches give you more than a virus
1,iemonaids id pop dat lemon for some real pussy
1,iemonaids id break that little bitches finger
1,iemonaids done that spell check we know you meant fat liberal dyke feminist nazi bitches
1,iemonaids right in the pussy
1,ileanageorgina enriquuee kike your a soft nigga
1,ilovebamf is my big long lost brother i swear i dont know what id do without this wetback
1,imaspiderg you a bitch nigga
1,imethangregory eyy that pushin one for me bro cause you know that bitch better blow hah
1,imhistreasure when bitches get inches they be like
1,imonmylevelgtb so what ur sayin is all i mess wit is hoes shady
1,imsolk gun game pussy
1,imsolk oghasnt fag
1,imtoblame apple tv got the nfl channel on that bitch im pretty sure theyre all on there ive watched a couple dukeofzamunda
1,imtoblame although i will concede that bitch bought into the funnel bitches to dwight nopedo tho
1,imtoblame bitch i got a ring now ho i aint fatherless no more ill fight you
1,imtoblame bitch you opulent as fuck refrain from conversing upon matters of the middle class
1,imtoblame listen cuntrag whore bitch shit be expensive as fuck man we had to do pr first that one year this year was the wedding so
1,imtoblame lyin ass bitch ghostwritamusic illwil brunzilla
1,imtoblame you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a twitterhoney
1,imthirst i love louis ck quit bein a faggot and suck that dick
1,imthirst i was gonna hold my tongue until i could get into another team but i couldnt do it anymore theyre fuckin retarded
1,imthirst shins a faggot im glad your chipped him
1,imthirst randies are fags
1,imaasshole imtoomuch myassholesowet so you gon call me a nigger because of that fuck wrong with you
1,impactparasite just fuckin roasted this faggot
1,ineyealee son we the sammich family out this bitch she know joey love sammiches
1,ineyealee shit aint gon be funny when you need me to get you outta a horrific car crash bitch
1,ineyealee youre filled with pimps and hoes well just talk about those i knows josephbananas
1,infamousstackz hell no cause brad still walked away like yeah i fucked that niggas bitch
1,intheovenjews we should hang out ovenjew have a lot in common people waste time on nigs jews r r problem
1,indicamangoes they still fucking trash i cant eat those to save my life
1,infidelalie that should read suck on my bacon encrusted middle finger muslim twats
1,infidelalie muzzie fuckers hope it was set to go full of bacon and pork rinds
1,inkeduptiny still shouldve walked over and said something pussy
1,innerslutty i got u bitch
1,insanitylady i argue that cersei is neither evil nor a bitch shes greedy desperate to protect her children and to be valued in a world
1,isaidnick aknadnrye give me credit lil bitch
1,issagold my fuckin back still hurts but it was worth it and im still mad about the hoe incident haha httptcoeandlksbpm
1,issagold u think that dream has anything to do with those two dumb bitches in san diego lol
1,italianmontana carterboyleake ant is a pussy man dont make me pull up the pic
1,italianmontana im a boss ass bitch
1,itsjusmejojo lol youve tweeted bitch an excessive amount for you today you ok
1,itskeeshkapeesh yourself faggot buy a dictionary
1,itslendaddy thanks bruh dont ever forget we still on the look out for these faggots justcurrieon
1,itslexishope sounds like there are some major bitches in your area
1,itsmander is you sure you aint colored
1,itsmander aids aint all dat bad you can become da hoe and do da crack and aint gonna make no difference anyhow
1,itsmander kfc you can always gets da colored folk back in da cage wit da kfc
1,thatslutadrian zaidsaracini papigabs lmao this nigguh
1,itsnotharold ill try tomorrow rt harold gonna try and eliminate the word bitch out of my vocabulary i need to start bettering myself
1,itsonlyjess lukefriendyy jcatsrule shes a right twat id tell you honestly sky honestly
1,itsyourman make me white trash cousin fucker
1,itsyourman nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
1,itsyourman you a fucking wigger so stfu
1,itsmekylewayne yeaa black bitches actin like they too good for an average nigga like they just got credit and pussy
1,ivanjreyes um no that only a fuck you bitch and done xavier will hopefully respect girls bc i am doing it alone and i dont want that
1,ivettebrianna i never said you was a hoe guilty consents ass girl
1,ivettebrianna fag
1,ivettebrianna you better feel the love i dont even show these hoes love lol
1,izthatxp xdsmooth lmao denote got a bitch here right now but he love her
1,jayreidofficial i want it to be somewhat of a collage money jewels cartiers etc jus little shit to let niccas know we still here
1,jayreidofficial a nicca anxious to hear that shit my g
1,jayreidofficial my nicca
1,jbilinovich you guys wanna skull fuck some clay birds this weeknd
1,jgardenofeden kysportsradio ryanlemond butcountry music listeners really are hicks and alcoholics
1,jhafe big booty hoes
1,jhannahhh oh you mean noah zimmermans cute ass i mean he should he talks to his hoes all day everyday amp his girl courtney sooo
1,jetsgreen and fuck you too ya little bitch you look like a mexican sucking a cock in ur profile
1,jmuggaaa got all the bitches
1,jnunchuckfuck u can just ask him to suck his dick not that hard white trash
1,joltng niger
1,jperzell shit pic master hoe protecting ass bow tie nigga
1,jpantsdotcom toddkincannon therealtony im partial faggothomoboth fairly describes the same sick twisted assholes out there
1,jpantsdotcom toddkincannon therealtony naaaaa just popped across my tl so i commented but nice try faggot
1,teabaggers are anti american hows it feel to hate your country
1,what do you want fag
1,longlivetylerd your a fag
1,do it then pussy
1,ill fuck you til you love me faggot
1,shut up you stupid bitch
1,thatangrynigga at least after nearly two decades of complete trash they put out atysyc to redeem themselves
1,thatangrynigga these niggas must be deaf whens the last time you heard a roots song on the radio quest dont get bitches
1,jstarrtweets yeah wizards agent zero bitches
1,jtrevorhowerton hollyrfisher because its hilarious how it makes teabaggers freak out ill do it again too
1,justlovenohate menoindirect whole hoe outchea
1,jusxdoit i was hangin on them corners late pockets wasnt straight bitch i aint gon make it at this rate dawg know what im sayin
1,keselowski mattkenseth i would have loved to watch newman bitch slap johnson id pay to see that
1,hannahkubiak everybody knows that bitches love mullets pantiedropin
1,jbilinovich we need to grow mullets together so we can get all the bitches and hannahkubiak can hate on us
1,also is search of dirty white trash hookers for the weekends
1,awww shit lol i want my money too bitch who else i give one to
1,oh you little bitch you you tryna hit the fair tho today or sometime this week shit might be fun drunk
1,jfritzy vivaalakatyy lompartayy bitch better back up katys mine
1,jkwest no cpt commando is a hoe and a cocksucker
1,jkwest when a bitch look his way httptcovkdkoeklxz
1,jnastyy bumfarto why would a white man even go to a nigger hell hole of detroit an ive worked in a town how yall good niggers
1,jfh happy another group of days you weird ass son of a bitch thats why we all love you though hoping there are riots in htown
1,jacobryanbruhn kiss these nuts bitch
1,jacobbbacker fucktyler tyler isnt shit faggot go listen to some real music
1,jacobbbacker fag
1,jacobbbacker faggot
1,jacobbbacker you dont know shit about me faggot bitch
1,jacsonbevens markkiszla absolutely retarded article
1,jadegreenleaf dailysexsupply am i really a fag if im liking that video
1,jadegreenleaf fag
1,faggot
1,not funny u faggot
1,ugly goldigging cunt u probably have an uncircumcised penis faggot
1,ur brother looks so queer and ugly
1,jalendgaf courtniclark no pressure hoe
1,hoes saying eyebrows on fleek search it on twitter
1,jamesokeefeiii jdhayworth james nobody save a couple illiterate inbred teabagger morons gives a flying fuck about your revelations
1,jamesynba damn your bitch really hoen for the f
1,janeypew nigger you are bigger than i am do you even
1,jarjarbanks momma didnt raise no sukka bitch
1,jaredreve use monkey maker you prick
1,jasonastley i hate that shit like bitch dont ask me for shit makin me waste my time and your dumb ass aint even using it
1,i remember his nephew lucas crying and dan saying quit being such a pussy and grow a pair or something dans so funny
1,javelinablue mdjacksondallas kennettdems yep texas is redneck heaven
1,javiethecreator itsselenaaaa haha yuhh that hoe was funny
1,javiethecreator stank ass hoes haha
1,jawshoeeahhh bitch
1,jawshoeeahhh fabianmleal fuck you bitch lol
1,jawshoeeahhh fabianmleal shut up bitch
1,jawshoeeahhh fabianmleal suck a dick hoe
1,jawshoeeahhh greyyygoose jehnayy youre gay bitch
1,jawshoeeahhh jehnayy no bitch lol
1,jawshoeeahhh lmao youre on my timeline it aint spying hoe lol
1,jawshoeeahhh keepitplur bitch you beat after losing twice lol and we won you just a hater
1,jawshoeeahhh bitch answer me lol
1,jawshoeeahhh bitch you cant even say no lol
1,jawshoeeahhh lmao youre a bitch boy
1,jawshoeeahhh lol thanks bitch hahah vegas aint ready for us lol
1,jawshoeeahhh shut up bitch
1,jawshoeeahhh that dont mean youre not balling lol shut up hoe lol
1,jawshoeeahhh that means youre balling if youre jewish lol i dont love hoes lol
1,jawshoeeahhh youre a bitch lol
1,jaykollskstp please tell those fuming cops that they are a bunch of coward little bitches and should not be allowed near weapons thanks
1,jaydillz theyre both big bitches tho lol
1,jaytwofly gmucka good leave you stupid faggot
1,jaytwofly huh lol mad nigger is mad
1,jayyrosayy you aint got no hoes lil jess youre a lil guy
1,jazwau who did you rob them hoes like online
1,zgabrail bitch ass nigggaaa
1,jedziggler i say it all the time same with fag and queer its all about the context i suppose some people are just looking to get offended
1,jefdabest the fact this bird ass nigga took my phone and did a light skin pose in school smh lol
1,jeffblogwell time to call hoes
1,feels like its been a year since i seen ya queer lolol
1,nooo ambers supposed to kill me fag
1,jennymccarthy dont let idiots that cant even spell retarded get you down
1,iamadamg awwe i love you too jenny your so damn perf amp not ugly seriously dis bitch must be blind
1,jergucci i can trap anywhere i wanna just because i aint a bitch n in rarely solo
